timestamp,pod_name,cpu_pct,mem_pct,request_rate
2026-01-01 00:00:00,app-pod-1,29.44541290936422,49.73671361763906,107.09982721678487
2026-01-01 00:00:15,app-pod-1,27.979027978111464,44.63274485208262,127.87783115123963
2026-01-01 00:00:30,app-pod-1,33.71125721270882,50.19442329183185,109.80559512592816
2026-01-01 00:00:45,app-pod-1,29.601861283924126,46.80438019273994,122.12160794791785
2026-01-01 00:01:00,app-pod-1,28.80228271920561,42.946178667264256,114.55042698423436
2026-01-01 00:01:15,app-pod-1,29.05268188595559,41.98208625922354,135.6181451966881
2026-01-01 00:01:30,app-pod-1,31.727826316007082,44.908794393587996,147.83658335860397
2026-01-01 00:01:45,app-pod-1,31.24904701860807,45.55441012874212,110.85825970522318
2026-01-01 00:02:00,app-pod-1,31.412728544755442,38.28091994869682,128.1660847111464
2026-01-01 00:02:15,app-pod-1,31.48880939576664,45.7019602235972,117.39617244944345
2026-01-01 00:02:30,app-pod-1,36.64310463249503,52.94325747923161,142.17250775637902
2026-01-01 00:02:45,app-pod-1,29.020731964277147,39.282650233348846,125.3437444754782
2026-01-01 00:03:00,app-pod-1,28.725063724212276,38.541305680339605,109.87684306547013
2026-01-01 00:03:15,app-pod-1,27.8422883131699,41.87233336541226,114.27803510059996
2026-01-01 00:03:30,app-pod-1,32.153359014659976,39.2590635582213,142.97251853783635
2026-01-01 00:03:45,app-pod-1,33.71415151069241,37.015812974347156,157.58403189970852
2026-01-01 00:04:00,app-pod-1,30.007205755781047,46.74363922957262,124.359025195266
2026-01-01 00:04:15,app-pod-1,27.850391778737578,37.24051794499914,113.1680482205524
2026-01-01 00:04:30,app-pod-1,27.91923020213885,39.63570403509824,95.06756841632769
2026-01-01 00:04:45,app-pod-1,32.366264385026874,39.605759864478486,153.2520343517683
2026-01-01 00:05:00,app-pod-1,32.66606021430155,49.25001622457608,138.09975687462844
2026-01-01 00:05:15,app-pod-1,32.08757166558953,46.72718095733274,130.3936635296585
2026-01-01 00:05:30,app-pod-1,28.483390353681497,38.73467554180854,115.2092997476764
2026-01-01 00:05:45,app-pod-1,31.19821348855959,35.93926261817795,130.20265605756717
2026-01-01 00:06:00,app-pod-1,30.87359639357965,39.87686845121475,135.0712429225296
2026-01-01 00:06:15,app-pod-1,31.201413580177405,44.69175300587275,138.23891227266853
2026-01-01 00:06:30,app-pod-1,33.18144229875214,44.17018812952532,156.88779763210763
2026-01-01 00:06:45,app-pod-1,31.25975011128331,42.427315300158256,128.67932807282247
2026-01-01 00:07:00,app-pod-1,32.64751095341214,43.91175146473755,156.9030621026296
2026-01-01 00:07:15,app-pod-1,30.835313545137648,45.37870063908715,139.20710337278902
2026-01-01 00:07:30,app-pod-1,31.521739852505473,41.85592187642861,125.18498869247978
2026-01-01 00:07:45,app-pod-1,32.570050875059316,45.04910286483903,105.26959757358739
2026-01-01 00:08:00,app-pod-1,26.32652247448302,33.49396969341262,106.58952386238683
2026-01-01 00:08:15,app-pod-1,29.760779190938067,53.601799318533274,142.4202838371071
2026-01-01 00:08:30,app-pod-1,29.330476926601623,39.11203725203986,105.69296075442334
2026-01-01 00:08:45,app-pod-1,28.846762511787606,41.21069879767121,116.6239897590887
2026-01-01 00:09:00,app-pod-1,29.95976956150132,43.80416631698198,122.31736188583193
